variable_1,variable_2,COAT
Tissierella,Bacillus,0.8050722654199328
Shuttleworthia,Anaeroglobus,0.525197788692209
NK4A214_group,Bacteroides,0.3291332163894568
Helcococcus,Escherichia-Shigella,-0.6488268011099184
Hydrocarboniphaga,Coprobacillus,0.14739549485294481
Pseudopropionibacterium,Christensenellaceae_R-7_group,-0.5972219609840754
Caulobacter,Lactococcus,0.0
Lactiplantibacillus,Alloprevotella,-0.19494222698739322
[Eubacterium]_oxidoreducens_group,Veillonella,-0.4421499624092893
Peptostreptococcus,Megamonas,-0.335984137019234
Lactonifactor,Dorea,-0.3511719344378724
Sutterella,Lactobacillus,-0.1766007280650058
Helicobacter,Oxalobacter,0.7669963130693229
Senegalimassilia,Dorea,0.09657181036446186
Bacteriovorax,Clostridium_sensu_stricto_1,-0.49165075616108656
Anaerobiospirillum,Bacteroides,-0.7286786571983507
Pedomicrobium,Marvinbryantia,-0.2481278225501026
Bacteriovorax,Acidibacter,0.6638494427201656
Negativibacillus,Ligilactobacillus,0.0
Jonquetella,[Eubacterium]_nodatum_group,0.5472616489880033
Veillonellaceae,Methanosphaera,0.30030603862595384
UBA1819,Bifidobacterium,0.395321911780939
Phocaeicola,Oscillospiraceae,-0.10246231557060777
Enhydrobacter,Veillonellaceae,0.5519321288932925
Parvibacter,Agathobacter,-0.5340292885152623
Methylobacillus,Actinotignum,0.9732974398411784
Succinatimonas,Pyramidobacter,0.061592827980518794
Fimbriiglobus,UCG-007,0.9551967819214779
Dellaglioa,Azospira,0.9598440295967394
Chloroplast,Dielma,-0.07809393815840558
Pseudoramibacter,Oceanivirga,0.9103933753126358
Saccharimonadaceae,Anaeroglobus,0.6741798169413739
Leuconostoc,Alistipes,-0.32210087172897783
Pygmaiobacter,Eisenbergiella,0.0467720878203682
UCG-004,Sanguibacteroides,0.2336419768778566
Pseudonocardia,Sellimonas,0.02168059341624514
Anaerococcus,Calditerricola,0.5530368750109813
Pedobacter,Olsenella,0.3958315718054608
Robinsoniella,Sellimonas,0.0117983354758034
Moryella,GCA-900066575,0.22433444965927443
Syntrophococcus,Gastranaerophilales,0.26205648246261243
[Clostridium]_innocuum_group,Desulfovibrio,-0.09149502934013734
[Eubacterium]_nodatum_group,Butyricimonas,-0.3223642043747716
env.OPS_17,[Clostridium]_innocuum_group,-0.010177295232361421
Pygmaiobacter,[Ruminococcus]_torques_group,-0.5883231767367592
Anaerofilum,Lachnoclostridium,-0.42849500254891015
Epulopiscium,Oxalobacter,0.48492348139339575
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Peptostreptococcus,0.48908695892670895
Lawsonella,Selenomonas,0.8577441725677026
Aerococcus,Sarcina,0.5787880295256608
Edwardsiella,Lachnospiraceae_UCG-008,0.2964204163241596
Dubosiella,Bacteroides,-0.7415391390047483
Eikenella,Turicibacter,-0.4689585289002628
Harryflintia,UCG-011,0.8034660213682316
Raoultibacter,[Eubacterium]_ventriosum_group,-0.27736334073297
S5-A14a,Succinatimonas,0.6745017664000366
Denitrobacterium,Chryseobacterium,0.9042512512807667
Asticcacaulis,Sediminibacterium,0.7827262745982975
Taibaiella,Proteus,0.7488707710576066
Peptostreptococcus,Sellimonas,0.129729237890988
Fastidiosipila,Holdemanella,-0.2966327559833732
Cupriavidus,Incertae_Sedis,-0.5688369182156927
Legionella,[Ruminococcus]_gnavus_group,-0.3108152148529602
Adlercreutzia,[Ruminococcus]_gauvreauii_group,0.19374910680405238
Rhodanobacter,HT002,0.4053619878126592
F0332,Gastranaerophilales,0.1473529822940458
Providencia,Catabacter,0.5170544510641282
Mycoplasma,Victivallaceae,0.4632966291635282
Prevotella_7,NK4A214_group,0.0
Bosea,UCG-009,0.0
Stenotrophomonas,NK4A214_group,-0.4786070805348002
Sediminibacterium,Methylobacillus,0.8655820426461389
Fournierella,UC5-1-2E3,0.190273024144961
Cryptobacterium,Succinatimonas,0.719782913047639
Eikenella,Cloacibacillus,0.1795734727837794
Finegoldia,Alloprevotella,-0.22103952387774578
Oscillospira,Escherichia-Shigella,-0.2257539806650864
Lachnospiraceae_UCG-008,Epulopiscium,0.1588842069856106
Lachnospiraceae_UCG-003,Catenibacillus,0.1172987375637348
Brachyspira,Blautia,-0.5979305041806853
Aquabacterium,Family_XIII_AD3011_group,-0.33838464107404836
Afipia,Methylobacterium-Methylorubrum,0.7130602387414234
Scardovia,Caulobacter,0.7956487177571179
Clostridia_vadinBB60_group,Dorea,0.0
Lachnoanaerobaculum,Ruminococcus,-0.5771555172253624
Enhydrobacter,Oribacterium,0.653379576369651
Companilactobacillus,Holdemanella,-0.2542880381810884
env.OPS_17,Enorma,0.5882522799274407
Bosea,UCG-005,-0.517862007120528
Lachnospiraceae_FCS020_group,Cloacibacterium,0.2408043377962182
Lacticaseibacillus,Latilactobacillus,0.2968846884189612
Asticcacaulis,Fusicatenibacter,-0.561405622180539
Edwardsiella,Synergistes,0.6853945435412456
Mycobacterium,Johnsonella,0.9570531236715718
Prevotellaceae_UCG-004,[Ruminococcus]_gnavus_group,-0.274249954146196
Hydrogenoanaerobacterium,Stenotrophomonas,0.37124465149469466
Gemella,Oxalobacter,0.0
Succinivibrio,GCA-900066575,-0.11342375001960578
Oceanivirga,Enterorhabdus,0.2760735838029178
Bosea,Clostridioides,0.7359404992957337
Pannonibacter,Bosea,0.9672389177531725
Hydrocarboniphaga,Cutibacterium,0.9535616477705837
Providencia,Tuzzerella,0.19852763505852122
Asteroleplasma,Methanobrevibacter,-0.1417567115462868
Salinivibrio,Coprobacillus,0.1451545725941104
Slackia,Fusicatenibacter,0.0
Paracoccus,Weissella,-0.03062002729175552
[Eubacterium]_eligens_group,Erysipelatoclostridium,0.0
Atopostipes,Ruminococcus,-0.5679527760366143
Fenollaria,Anaerococcus,0.5090629729725854
[Clostridium]_methylpentosum_group,Barnesiella,-0.352415421906508
Atopobium,Gastranaerophilales,0.09620772244611771
Arcanobacterium,Caproiciproducens,0.6760526778670409
Lawsonella,S5-A14a,0.7923522135338265
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Lapidilactobacillus,0.8308785372167419
Acetanaerobacterium,[Eubacterium]_xylanophilum_group,-0.12411789533599178
Peptococcus,Phascolarctobacterium,0.0
Lachnospiraceae,UCG-008,0.5139629066590556
Macrococcus,Faecalicoccus,0.5592637723488844
Intestinibacter,Anaerostipes,0.376851867231382
[Eubacterium]_fissicatena_group,Sutterella,-0.20781866584009617
Helicobacter,Bradymonadales,0.8765931665648748
Acinetobacter,Lachnospiraceae_UCG-008,0.0
Denitrobacterium,Izemoplasmatales,0.4902888249238086
marine_group,CAG-352,0.0
Succinivibrio,Atopobium,0.09466445906516768
Peptoclostridium,Muribaculaceae,-0.1979271043676894
Coprobacillus,Fournierella,0.041394424744529104
CHKCI001,Odoribacter,-0.6696819390470882
Christensenella,Sarcina,0.24658798160510678
Lachnoanaerobaculum,Oceanivirga,0.9063685217478105
Pedomicrobium,Neisseria,0.7000537618120478
Lachnospiraceae_FCS020_group,Acetanaerobacterium,0.37920391768263195
Lachnospiraceae_UCG-003,Muribaculaceae,0.0
Coriobacteriaceae_UCG-002,Phascolarctobacterium,-0.6635308540405962
Blastococcus,Coriobacteriaceae_UCG-002,0.9474905263653876
Peptostreptococcus,Veillonella,-0.3206438873492656
Elstera,Halomonas,0.9624453800833859
Succinatimonas,Eubacteriaceae,0.7362708638889742
Taibaiella,Modestobacter,0.9668291753191565
Anaeroplasma,Clostridium_sensu_stricto_13,0.9210468601619421
Nitrosomonas,Rikenella,0.7740833672883557
Serratia,Cellvibrio,0.9114392560170593
Clostridium_sensu_stricto_3,Prevotellaceae_UCG-004,0.8367042574090723
Capnocytophaga,Fusobacterium,-0.1590360326351702
Lachnospiraceae_UCG-007,Acinetobacter,0.2473333220384056
Eikenella,UBA1819,-0.45057104995578784
Elstera,Deinococcus,0.9301592683797514
Pseudoramibacter,Monoglobus,-0.6093618278748989
UCG-007,Coprobacter,-0.17666034195442262
Prevotellaceae_UCG-001,Rothia,-0.07240172878176071
Muribaculum,Levilactobacillus,0.7780581023531994
Eikenella,Alistipes,-0.7805727905962859
Aquabacterium,CHKCI001,0.9586648438609726
Murdochiella,[Eubacterium]_coprostanoligenes_group,-0.6843262817453032
Lentilactobacillus,UCG-004,0.7141571158267668
Fastidiosipila,Geobacillus,0.9033976713539715
37-13,Prevotellaceae_UCG-001,0.3041897937045852
Lachnospiraceae_UCG-010,Prevotella_9,0.4010050164296932
Atopostipes,Oceanivirga,0.8992680301133464
Neorhizobium,Dielma,0.3698935463390332
Lachnospiraceae_FCS020_group,Actinotignum,0.2926163759865107
Limosilactobacillus,Escherichia-Shigella,0.14834889478203278
Acinetobacter,Synergistes,0.1606493526956922
[Eubacterium]_eligens_group,[Ruminococcus]_torques_group,0.353866595206413
DNF00809,UC5-1-2E3,0.764700127637927
Lautropia,Paraprevotella,-0.458615393690949
Brachyspira,Incertae_Sedis,-0.5759332002235944
Howardella,Bifidobacterium,-0.22286260406358444
Lachnospiraceae_UCG-010,NK4A214_group,0.3969741681837198
Afipia,Bosea,0.9504354319177661
Murimonas,Family_XIII_AD3011_group,-0.3314380887237086
Companilactobacillus,Geobacillus,0.8009783690169252
Pseudopropionibacterium,Desulfovibrio,-0.36626927017650984
Helcococcus,Cosenzaea,0.9734440062734399
Anaerovibrio,Methylobacillus,0.9557253291211101
Cetobacterium,Corynebacterium,0.1201453784326016
Clostridium_sensu_stricto_3,Cuneatibacter,0.953116004626596
Pyramidobacter,Lachnospiraceae_NK4A136_group,-0.11017008660516822
Fastidiosipila,DTU014,0.899580401296338
Fimbriiglobus,Cryptobacterium,0.9621101164941843
DTU014,Lactiplantibacillus,0.740016529116416
Clostridioides,[Clostridium]_innocuum_group,0.011969730205162241
Tuzzerella,UCG-002,-0.2835126729567442
Muribaculum,Eubacterium,0.19663162177145202
Peptoclostridium,Tannerellaceae,-0.0886157606623644
Capnocytophaga,Megasphaera,-0.19022870054726798
Obscuribacteraceae,Akkermansia,-0.3391981895737386
Lachnospiraceae_NC2004_group,UC5-1-2E3,0.7414010902898193
Dolosicoccus,Fastidiosipila,0.9386589714810867
Lautropia,Phocea,0.18528593087395243
Modestobacter,Epulopiscium,0.586508441785933
Companilactobacillus,DTU014,0.7976110135324502
Amaricoccus,[Eubacterium]_ventriosum_group,-0.6636396325333034
Edwardsiella,Candidatus_Stoquefichus,0.5772472947905908
Chryseobacterium,GCA-900066575,-0.01008550173212102
Fastidiosipila,Dialister,-0.4554109355581758
Moryella,Sediminibacterium,0.38570083431027624
Oxalobacter,GCA-900066575,0.0
Sphingomonas,Acetanaerobacterium,0.4436467299999804
Hafnia-Obesumbacterium,Lachnospiraceae_NC2004_group,0.6081186015511454
Corynebacterium,Faecalitalea,0.06383063111270548
Latilactobacillus,Dorea,-0.5111132567632491
Devosia,[Eubacterium]_eligens_group,-0.4859020619510456
Allisonella,Holdemanella,0.1308041827384282
Faecalibaculum,Faecalibacterium,-0.7161426415234626
Cellvibrio,Desulfovibrio,-0.36148929528132195
Rhodanobacter,Companilactobacillus,0.8356361298180254
Companilactobacillus,Dialister,-0.3836300199900088
GCA-900066755,Lachnospira,-0.5715789828802565
Amaricoccus,Bdellovibrio,0.8813608764041518
Lachnospiraceae_UCG-001,Rothia,-0.171528340955
Oscillospiraceae,Phocea,-0.0676267952356338
Prevotellaceae_UCG-004,Libanicoccus,0.6827966585854177
Lapidilactobacillus,Fenollaria,0.4004852147878516
Lachnoanaerobaculum,Latilactobacillus,0.6355816393757984
Clostridioides,Defluviitaleaceae_UCG-011,0.1884527023318934
Succiniclasticum,Acetanaerobacterium,0.5411500217649936
Moryella,Fusicatenibacter,-0.26837248342404296
Klebsiella,Anaerostipes,-0.41614882630254046
Helicobacter,[Ruminococcus]_gnavus_group,-0.2784049522090852
Sphingomonas,Actinotignum,0.7248929847823544
Taibaiella,Hafnia-Obesumbacterium,0.6316224750343113
Prevotella_7,[Eubacterium]_coprostanoligenes_group,0.0
Chryseobacterium,Atopobium,0.4675931087137946
Stenotrophomonas,[Eubacterium]_coprostanoligenes_group,-0.5836844659453269
Pedomicrobium,Murimonas,0.9463638544806301
CHKCI001,Ligilactobacillus,-0.05292248760650664
Oribacterium,Butyricimonas,-0.4564034734794954
Lawsonella,Coriobacteriaceae_UCG-002,0.8542981526255916
Lachnospiraceae_FCS020_group,Legionella,0.2904266547631278
Acetanaerobacterium,[Eubacterium]_nodatum_group,0.31553310305736904
Mobiluncus,Cetobacterium,0.4427059531390862
Odoribacter,[Eubacterium]_ruminantium_group,0.45061196883524046
Acinetobacter,Olsenella,0.07465881392364229
Blastomonas,Lactococcus,0.0
Cerasicoccus,Lactonifactor,0.43943306176483005
Peptococcus,Lacticaseibacillus,-0.039182068615635855
Hydrocarboniphaga,Oxalobacter,0.7990668454587182
Hafnia-Obesumbacterium,Acidaminococcus,0.0
Victivallaceae,Gordonibacter,-0.01112975492822516
Succiniclasticum,Actinotignum,0.8828793959158748
Chloroplast,Prevotella_9,0.0
Edwardsiella,Stomatobaculum,0.9239628289980736
Sneathia,Fructilactobacillus,0.5575456920254934
Faecalicoccus,Parabacteroides,-0.4835747539254786
[Bacteroides]_pectinophilus_group,Muribaculaceae,-0.36385017236362877
Synergistes,Rothia,0.0
Granulicatella,Lachnospiraceae_UCG-010,-0.3286009376033848
Epulopiscium,[Ruminococcus]_gnavus_group,-0.163168616168619
Hungatella,Lachnospiraceae_NC2004_group,0.0
Lachnospiraceae_NK4A136_group,Campylobacter,0.0
Aggregatibacter,[Eubacterium]_hallii_group,-0.5405494649294529
Pedomicrobium,Cerasicoccus,0.9739747516660284
Faecalibaculum,Jonquetella,0.9358832938610433
Dermacoccus,Sellimonas,0.02135454610817622
Coriobacteriaceae_UCG-002,Lacticaseibacillus,0.4253036986548838
Fastidiosipila,Eubacterium,0.2564566530689208
Dysgonomonas,Bifidobacterium,-0.5401882912148906
Lawsonella,F0332,0.5885394385561066
Lentilactobacillus,Elusimicrobium,0.6905913002333334
Methylobacterium-Methylorubrum,[Eubacterium]_eligens_group,-0.392663527436708
Cryptobacterium,Lachnospiraceae_UCG-003,0.1992563524149586
Cetobacterium,Leptotrichia,0.45756916520530144
Fournierella,Limosilactobacillus,-0.05677992071362979
Lautropia,Faecalicoccus,0.574721526129687
Acinetobacter,Candidatus_Stoquefichus,0.1458769846993246
Afipia,Abiotrophia,0.6941601246726814
Allobaculum,Libanicoccus,0.6592455556468317
Muribaculum,Agathobacter,-0.4878055341979831
Cellulosilyticum,Prevotellaceae_NK3B31_group,0.0
Holdemania,Lactonifactor,0.0
Pygmaiobacter,Odoribacter,-0.5343805060232416
Paraeggerthella,Marvinbryantia,-0.20211518266416778
Anaerobiospirillum,Paraeggerthella,0.8108649510418046
Succinatimonas,Adlercreutzia,-0.17720456934256199
Succinivibrio,Fusicatenibacter,-0.24431095603361422
Actinotignum,Prevotella_7,0.07816420647852079
Edwardsiella,Providencia,0.864434279623589
Methylobacillus,[Eubacterium]_fissicatena_group,0.2803462407907576
Muribaculum,Lachnospiraceae_UCG-004,-0.3832886883141184
Blastococcus,Pyramidobacter,0.11285037837330973
Companilactobacillus,Catenisphaera,0.2872506863094868
Enhydrobacter,[Eubacterium]_ventriosum_group,-0.5577879467992573
Phascolarctobacterium,Ligilactobacillus,-0.024413375856834403
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Succinivibrio,0.2816396306116092
Pseudoalteromonas,Parabacteroides,-0.7832212756971163
Anaerostignum,Bilophila,-0.14096511018960117
Romboutsia,Anaerostipes,0.41393970092813015
Varibaculum,Colidextribacter,-0.35038390127124064
[Eubacterium]_saphenum_group,Chloroplast,0.0
Thermus,Alloprevotella,-0.22505766574001437
[Eubacterium]_nodatum_group,Roseburia,-0.45281691729959855
Alloprevotella,Lactococcus,-0.0140499147315478
Obscuribacteraceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.9162501901524621
CHKCI002,Prevotella,-0.17820643027742197
Pedomicrobium,Saccharimonadales,0.9451333957593822
Anaerostignum,Shuttleworthia,0.2448066132069568
Edwardsiella,Rothia,0.0
Anaerosporobacter,Johnsonella,0.9573661141110463
Fournierella,Erysipelatoclostridium,0.0
Dolosicoccus,Parabacteroides,-0.7898956007322744
Harryflintia,Granulicatella,0.4109102651136246
Nitrosomonas,Cetobacterium,0.4645617729006914
Sneathia,Frisingicoccus,0.418808012004963
Mitochondria,Lactococcus,0.0
Oscillospiraceae,Faecalicoccus,-0.1155324091982414
Eubacteriaceae,Ruminococcus,-0.6057689374873465
Cutibacterium,[Eubacterium]_saphenum_group,0.9665858273578769
Muribaculum,Raoultella,0.8024258014024724
Olsenella,[Eubacterium]_hallii_group,-0.24907835450194443
Centipeda,Mitsuokella,0.10279589190321145
Centipeda,CHKCI002,0.30790943039958674
Capnocytophaga,Nitrosomonas,0.9786348736196363
Anaerotruncus,Romboutsia,-0.06963545479490454
Corynebacterium,[Clostridium]_innocuum_group,0.10796037336895274
Sediminibacterium,Victivallaceae,0.41547854368872167
Morganella,UCG-008,0.5609267769219393
Geobacillus,Monoglobus,-0.6206155923106882
Acidibacter,Prevotella,-0.1765093166431334
Jonquetella,P5D1-392,0.9742228024418725
Bradyrhizobium,GCA-900066575,0.03733177604722754
Candidatus_Obscuribacter,Actinomyces,-0.3782730030273952
Cryptobacterium,UCG-011,0.9395359626572894
Pseudopropionibacterium,Epulopiscium,0.578497712443556
DNF00809,Enterobacter,0.9726103388987534
Novosphingobium,Ezakiella,0.5614324180418373
CAG-352,Christensenellaceae_R-7_group,0.09841336083920663
Cutibacterium,Bifidobacterium,-0.5837596664661147
Allobaculum,Anaerofilum,0.5627370061292696
Neisseria,Ruminococcus,-0.43576477499262306
Alishewanella,Streptococcus,-0.6613784143865682
env.OPS_17,Lachnospiraceae_ND3007_group,-0.5226281556170244
Lactobacillus,Escherichia-Shigella,-0.08124025411880834
Leptotrichia,Clostridium_sensu_stricto_13,0.896553058673832
Lachnospiraceae_UCG-010,[Eubacterium]_coprostanoligenes_group,0.49069833181021283
Salinivibrio,Oxalobacter,0.7944860700375879
Taibaiella,S5-A14a,0.8590012775021203
Mogibacterium,UCG-009,0.0
Anaerostignum,Subdoligranulum,-0.4013128104231332
Halomonas,Megasphaera,-0.190719296207128
Johnsonella,Proteus,0.7426040059012484
Fretibacterium,Eubacteriaceae,0.9684304845619927
GCA-900066575,Eggerthella,-0.09166630515638555
Succinatimonas,Enterorhabdus,0.22356849268917545
Legionella,Rhodococcus,0.8420406384292362
Pannonibacter,Collinsella,-0.6796600826358452
Fournierella,Eisenbergiella,0.04395913825952364
Defluviitaleaceae_UCG-011,Faecalicoccus,0.1943434459389306
Capnocytophaga,Butyricicoccus,-0.7659841315175754
Marvinbryantia,Tyzzerella,-0.0110633989087077
Lachnospiraceae_NK4B4_group,Christensenellaceae_R-7_group,-0.5936149553956993
Mogibacterium,UCG-005,-0.1294845714592198
Deinococcus,Mailhella,0.37129155546582904
Hydrocarboniphaga,Bradymonadales,0.9126063526086758
Fournierella,[Ruminococcus]_torques_group,-0.24440284674955998
Fastidiosipila,Agathobacter,-0.5705224616794408
Prevotellaceae_UCG-003,Parasutterella,-0.46252087806390757
TM7x,Actinomyces,0.03384140638874964
Caulobacter,Lachnoanaerobaculum,0.7997799964742403
Allisonella,Dialister,0.08964712749097829
Leuconostoc,Paraprevotella,-0.1768113819125686
Actinotignum,Brachyspira,0.9594045526150801
Cellulosilyticum,Lactiplantibacillus,0.5502972929623897
Pseudomonas,Hydrogenoanaerobacterium,0.5018465333878956
Catenisphaera,Flavonifractor,-0.24922880832552902
Anoxybacillus,Anaeroplasma,0.9292543983061172
Psychrobacter,Alloprevotella,-0.22720674479078581
Serratia,Anaeroplasma,0.8829784447408622
DNF00809,Limosilactobacillus,-0.06679300590103746
Cellvibrio,Epulopiscium,0.5908988023050459
mle1-27,env.OPS_17,0.8457524040093451
Helicobacter,Libanicoccus,0.7481579099235784
Lachnospiraceae_UCG-007,Lactococcus,0.0
Stomatobaculum,Catenibacillus,0.6096831525270889
Neorhizobium,Prevotella_9,-0.5456642895040298
Pannonibacter,Flavonifractor,-0.4939532503475398
Prevotellaceae_UCG-004,Rhodococcus,0.7381681789801074
Mycobacterium,Anaerostignum,0.42829671712260026
Devosia,Mitochondria,0.4627899897243332
Lentilactobacillus,Anaerofustis,0.5107112805656068
Neisseria,Oceanivirga,0.6994382733113884
0319-6G20,[Eubacterium]_brachy_group,0.06571520920700348
Paraeggerthella,Neisseria,0.5943165779850312
Aerococcus,Marvinbryantia,-0.2244476430619296
Pygmaiobacter,Ligilactobacillus,-0.05934230007594188
Bradymonadales,Lachnospiraceae_UCG-008,0.29014492910917566
Burkholderia-Caballeronia-Paraburkholderia,Shuttleworthia,0.5061164890309044
Blastococcus,Eubacteriaceae,0.9810593622189809
Chryseobacterium,Fusicatenibacter,-0.5981217969996182
Oxalobacter,Fusicatenibacter,-0.5175720435868902
[Eubacterium]_siraeum_group,Intestinibacter,0.03343036558196374
Enorma,JI49D030,0.6444649895360255
Anaerosporobacter,Erysipelotrichaceae,0.9592244990331806
Lachnospiraceae_NC2004_group,Limosilactobacillus,-0.06516279797518798
Lawsonella,Pyramidobacter,0.16201917246045683
Epulopiscium,Libanicoccus,0.510506824773045
Saccharimonadaceae,CAG-56,-0.36463926335703356
[Eubacterium]_brachy_group,Sutterella,-0.13765357646101198
Alishewanella,[Clostridium]_methylpentosum_group,0.3441591283348474
Cetobacterium,Bifidobacteriaceae,0.46716799610953164
Colidextribacter,Escherichia-Shigella,0.32904173529638897
Merdibacter,Rothia,0.0
Intestinimonas,[Eubacterium]_ruminantium_group,0.10220658423625255
Cuneatibacter,Coprobacillus,0.161156071424465
Anaerobiospirillum,Candidatus_Soleaferrea,0.2906737576820098
Bacteriovorax,Romboutsia,-0.5843268824444815
Obscuribacteraceae,Weissella,-0.031786581161427886
Lachnospiraceae_FCS020_group,[Eubacterium]_fissicatena_group,0.0
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Merdibacter,0.4640447375773492
Actinotignum,Anaeroglobus,0.8273295521521534
Methylobacillus,Dubosiella,0.9663681285441534
Anoxybacillus,Pseudoflavonifractor,0.6150840487777458
Lachnospiraceae_UCG-008,Sutterella,-0.11304382464459299
Lachnospiraceae_UCG-007,Pygmaiobacter,0.7364555616339525
Bradymonadales,Synergistes,0.6723632522751994
Afipia,Collinsella,-0.662141741331323
Anaerovibrio,Victivallaceae,0.48515978657310255
Lachnospiraceae,Cellvibrio,0.6460505447429619
Cupriavidus,Erysipelotrichaceae,0.9441383702213928
Brevundimonas,[Ruminococcus]_gnavus_group,-0.23025908754650457
Bdellovibrio,Escherichia-Shigella,-0.6057884105429134
UCG-004,Butyricimonas,-0.30076981626135646
Pseudoramibacter,Peptostreptococcus,0.5161641178360683
Burkholderia-Caballeronia-Paraburkholderia,Subdoligranulum,-0.584120390183407
Raoultella,[Clostridium]_innocuum_group,0.0
Methylocella,Lachnospiraceae_NK4B4_group,0.9659134373966243
Lactonifactor,Erysipelotrichaceae_UCG-003,-0.22827631874356
0319-6G20,[Bacteroides]_pectinophilus_group,0.8524845477430965
Senegalimassilia,Erysipelotrichaceae_UCG-003,0.0840139645647935
Methylobacterium-Methylorubrum,Mitochondria,0.3826412036381338
UCG-003,Holdemanella,0.1595696762717508
Rhodanobacter,RF39,-0.4120284096191238
Phocea,GCA-900066575,0.0211863866537475
Gemella,Libanicoccus,0.0
Salinivibrio,Bradymonadales,0.9077121436710108
Macrococcus,RF39,-0.398524016676705
GCA-900066755,Caproiciproducens,0.5681011352975467
Campylobacter,Haemophilus,0.0
Afipia,Flavonifractor,-0.48436665191288386
Azospira,Family_XIII_UCG-001,-0.293459723084537
Bosea,[Eubacterium]_nodatum_group,0.5447166004270285
Johnsonella,Hydrogenoanaerobacterium,0.48269642978633
Ezakiella,[Ruminococcus]_gauvreauii_group,-0.21831249912580858
Macrococcus,[Eubacterium]_oxidoreducens_group,0.8127492860822951
Saccharimonadaceae,Sarcina,0.4551365445970569
Denitrobacterium,Lachnospiraceae_UCG-003,0.20119619640501601
Christensenella,Marvinbryantia,-0.08309828822459894
Phocaeicola,Chloroplast,0.026114056462311196
Eubacteriaceae,Monoglobus,-0.652517928987503
Centipeda,Anaerococcus,0.5086218719948057
Hydrocarboniphaga,[Ruminococcus]_gnavus_group,-0.3103197537556688
Taibaiella,Coriobacteriaceae_UCG-002,0.945800711357767
Modestobacter,Oscillospira,0.12683255603755458
Leuconostoc,Faecalicoccus,0.15657941128050978
Eikenella,Paraprevotella,-0.4490930060837184
Lachnospiraceae_NC2004_group,Eisenbergiella,0.0
Devosia,Asteroleplasma,0.8346988096463145
Methylocella,Lachnospiraceae_NK4A136_group,0.08839915571060752
Alishewanella,vadinBE97,0.5217310206564807
Frisingicoccus,Bifidobacterium,-0.24607990424831222
Pedomicrobium,Erysipelatoclostridium,-0.1393653495709432
Bradyrhizobium,Sediminibacterium,0.5101705783456112
Lachnospiraceae_NC2004_group,[Ruminococcus]_torques_group,-0.703860154114343
Obscuribacteraceae,Pannonibacter,0.9747137603121093
GCA-900066755,Oscillibacter,-0.4152635999680202
Hydrogenoanaerobacterium,Lachnospira,-0.4078457071927222
Erysipelatoclostridiaceae,Gordonibacter,0.02835063295336196
Peptoclostridium,Dorea,-0.36164202425819497
Aerococcus,Neisseria,0.6782575008606455
Levilactobacillus,Muribaculaceae,-0.3988267360833386
Coprobacillus,Coprococcus,-0.1878102748048926
Neisseria,Monoglobus,-0.46429894149261475
Oribacterium,Roseburia,-0.6666341974903862
Lachnospiraceae_UCG-003,Dorea,-0.2085009533553642
Fretibacterium,Adlercreutzia,-0.2716084879854968
Capnocytophaga,Clostridia_UCG-014,-0.4408332006960406
Lachnospiraceae_NK4A136_group,Faecalitalea,0.0
Providencia,Papillibacter,0.7572691376242474
Clostridia_vadinBB60_group,Erysipelotrichaceae_UCG-003,-0.11365503961010562
Gemella,Anaerofilum,0.03266949720580996
0319-6G20,[Eubacterium]_fissicatena_group,0.2954717069673532
Azospira,Phocaeicola,0.8814489882670591
Bifidobacteriaceae,Parvimonas,0.41425022172791204
Eggerthella,Lachnospiraceae_ND3007_group,0.122602214602647
DNF00809,Anaerococcus,0.5604265776788769
Cetobacterium,Parasutterella,-0.2451653348183814
Eisenbergiella,Catenibacterium,0.0
Cerasicoccus,Negativibacillus,-0.29481782932667916
Rothia,Faecalibacterium,0.0124231872577828
Bradymonadales,Olsenella,0.37231443709412315
Novosphingobium,Epulopiscium,0.5473487376184214
Paraeggerthella,Colidextribacter,-0.5197004782549792
Aquabacterium,Anoxybacillus,0.9521148243904655
Afipia,Anaerosporobacter,0.9486040187548523
UCG-011,Anaerofustis,0.5088371863850802
Lachnospiraceae_NK4B4_group,Desulfovibrio,-0.362745720289706
Denitrobacterium,UCG-011,0.9443821345444723
Paeniclostridium,Megamonas,-0.17639699398347122
Capnocytophaga,Pseudoxanthomonas,0.9787639959951994
Halomonas,[Ruminococcus]_gauvreauii_group,-0.37769979163858347
Hungatella,Catenibacterium,0.0
Cetobacterium,Gordonibacter,0.03131018699123144
Helicobacter,Rhodococcus,0.8070988887670003
Johnsonella,Hafnia-Obesumbacterium,0.6262436597242051
Caproiciproducens,Senegalimassilia,0.0
Cerasicoccus,Pannonibacter,0.9758501919503033
Pedomicrobium,Eisenbergiella,0.0
Methylobacterium-Methylorubrum,Asteroleplasma,0.6104272735634393
Izemoplasmatales,Prevotella_7,0.0
Blastococcus,Adlercreutzia,-0.2704430177582998
Holdemania,Negativibacillus,0.2946010809023494
Barnesiella,Family_XIII_AD3011_group,0.11798619924242966
Slackia,Lachnospiraceae_UCG-004,-0.16551819827312422
